price,imports,q_commercial,q_industrial,q_residential,wind_cap,solar_cap,hydronuc,weights
52.68437615,9.329717647,19.44247728,3.832762874,13.98974027,0.3175896967,0.6507921399,9.460027451,255
34.65399003,8.095939815,11.05444787,3.245806251,13.42975947,0.2567154782,0.00651777445,4.071301029,736
32.31956874,8.412668675,14.06946269,3.431873041,9.804887202,0.1362319083,0.05718686377,6.708310241,332
34.47211703,6.686966102,15.06169484,6.140581653,8.930305405,0.2591524461,0.7185444929,3.688625235,531
37.27865311,6.170656805,9.654656426,3.292228479,9.211213317,0.4496776899,0.0259009077,2.839171598,845
26.7866699,7.039377079,13.68144352,5.02117739,7.773168364,0.1685690624,0.432050655,2.983171904,541
32.5801217,8.276513245,14.78014667,5.370455117,5.954719347,0.4800702254,0.01817628542,3.563377483,302
67.04879555,7.459966049,11.64698447,4.134949383,12.06109083,0.2260272027,0.009814306387,3.118722222,324
40.05771181,9.16048642,13.6316284,3.628750573,18.30384816,0.4893336143,0.02772815269,5.482466667,405
38.05458585,7.597308642,11.48125855,3.018462562,13.1704641,0.423227611,0.01026091519,8.131320988,405
36.91704706,9.155514851,12.46947757,3.26074774,13.95816741,0.6343495837,0.02532557351,8.950848185,303
49.16395982,8.080429825,16.90377401,6.631225257,13.27211917,0.2241872781,0.6965362154,4.564528509,456
33.70383888,5.919223529,12.70553303,3.932716928,5.011342225,0.2408809457,0.006498299853,2.8064,255
33.4668056,5.246871958,9.523270084,3.274914017,8.296423308,0.2620427766,0.002228284729,2.440915344,945
39.36113638,6.003062176,17.17965597,5.936495001,4.399501896,0.1878128639,0.4355625227,3.624388601,193
51.95627296,4.247897561,12.99968172,4.653870043,8.879179976,0.215756499,0.1315551343,3.225556098,205
38.79057018,9.444883375,17.87667442,3.898406878,9.734109768,0.2279739244,0.6647739224,8.636684864,403
29.94566745,9.098887931,16.35260365,3.725827594,9.917577379,0.5530003314,0.513152198,4.908073276,232
44.34632872,8.160521197,13.44888752,4.684294366,8.531077444,0.1457801957,0.4491600399,3.228917706,401
27.99710689,9.442971209,12.83313081,3.41522469,13.75050249,0.6329186026,0.02810764583,4.865959693,521
47.58297021,8.743445972,11.55885634,4.458636415,12.62075082,0.6817772695,0.03438198407,5.068282908,509
7.765135836,5.179023333,9.617247517,2.713301191,8.274604601,0.3561813346,0.005781464469,7.933063333,300
21.38165014,5.27809434,9.693016446,2.720706914,8.501815726,0.1584362728,0.001559190185,5.680412399,742
42.85610021,7.447346734,13.77256826,5.097617151,8.557503043,0.5303134465,0.3923642938,4.243542714,398
46.93217229,6.236540541,12.52638344,5.299849249,16.7115403,0.6132379956,0.08025183596,5.193697297,185
41.40377681,8.436892638,11.43267055,4.111668786,13.57211771,0.4671011933,0.009501606209,4.005388037,652
42.59062942,9.293516,14.66611297,3.599541807,17.62373328,0.460679761,0.5608133834,6.031208,250
32.22548945,6.993815523,10.35047112,4.380890099,9.582475681,0.388990109,0.01474822782,3.26076153,889
50.16741879,8.575303571,12.28360566,3.914743424,13.01838795,0.165031856,0.006428847543,4.198964286,616
50.68949411,8.959121053,14.66115581,3.376520075,17.50252412,0.4439250151,0.6027579063,9.680505263,190
29.17792556,7.504318865,11.06176329,3.073220441,11.88197956,0.4769989429,0.02212895092,4.119507513,599
51.8254633,7.137592471,10.68997263,3.66857508,12.28523952,0.3902586167,0.01214084649,3.664245499,611
42.55353788,6.606530067,11.96440218,3.22485416,13.33646069,0.1603662168,0.00715276376,7.09225073,364
40.28316154,7.910918367,16.91086563,4.087496214,9.724389857,0.1989732566,0.5444108874,4.420962585,294
59.39002842,8.742590361,13.59556271,5.331509564,20.49217267,0.4535251906,0.1281271042,5.597690763,249
33.00740903,8.517404432,15.60920201,3.605983301,8.902811874,0.1882022931,0.4253410073,7.197831025,361
51.12008882,8.515733096,14.12667067,5.876721632,14.62348314,0.5611947214,0.5784854998,5.473024911,281
49.81453607,8.054936975,12.38848195,4.661223998,18.48443272,0.2570508715,0.6251688913,4.855189076,238
28.80474629,5.712439803,9.726371143,2.600491274,11.22181819,0.2620811959,0.057811457,6.172199017,407
31.68968293,7.524670171,14.14918249,3.601049439,9.386721877,0.1633172771,0.09096483863,4.184642269,714
26.38316223,7.086219224,9.935349553,2.703072426,10.86457125,0.09550337988,0.02283599148,5.937048904,593
1.663114905,6.296663462,10.45111929,2.954929569,7.936563327,0.6313698494,0.003034477988,7.864528846,312
17.54967976,8.421493653,11.12737585,3.307592866,8.682650447,0.5966729345,0.005452410325,3.426918195,709
27.46837455,8.769078067,12.38772528,3.74680776,9.974474372,0.3784996908,0.05046714498,7.777921933,269
39.08061688,8.045910224,15.31005351,6.386728518,9.73446733,0.2113032069,0.4604314229,3.397129676,401
27.34956752,6.793052731,10.48664609,2.998379734,10.2426691,0.1585373499,0.3753514926,3.446634652,531
40.01183154,7.830630094,10.732128,3.988607585,10.34535223,0.3752144397,0.5996289381,4.180880878,319
27.13763578,5.6951375,10.51638929,3.091341141,9.578398785,0.5050312279,0.02077060214,8.616425,240
70.65090174,8.922674242,18.61478328,4.03309915,19.16172364,0.3919854007,0.648831487,6.846287879,132
38.01435117,8.361229814,11.0382828,4.193539133,10.18709235,0.1781298622,0.01665404493,3.443319255,805
56.17656595,8.695414894,12.53300046,4.724062015,16.2709872,0.3423325445,0.05647165142,4.74222695,282
34.35636807,6.694950981,9.62238298,3.028400946,11.5289601,0.1555595916,0.02277877613,3.573586533,836
28.08667412,7.568235556,9.472621472,3.093928767,9.04143309,0.1086140885,0.01300460713,3.087065556,900
24.73066317,5.765646168,9.513304645,2.830028576,8.797455939,0.1225544637,0.008515673421,3.287326768,1015
42.49387338,9.120602837,19.49410219,7.043568156,5.855755226,0.2338253858,0.5494508244,4.693602837,141
25.1232978,6.850965649,10.75148737,3.064456769,9.194099759,0.3721711649,0.004712596397,6.308305344,524
44.38971747,6.894781132,15.26249245,5.134040555,6.628180265,0.2121223868,0.02952382867,3.935849057,265
21.16792091,6.107626183,9.654202009,2.891166657,8.746969771,0.3684759426,0.01598101722,3.319782459,919
32.27370621,9.021149573,12.82048904,3.214296221,13.63661647,0.2157477658,0.633024049,5.044735043,234
26.5054691,6.151475177,13.29936252,5.63767975,7.700184645,0.4713852037,0.4542086887,3.467531915,423
29.06074084,9.798136259,17.51546414,4.054933565,9.662491438,0.2547291725,0.6404249275,4.840461894,433
37.49427366,8.265546667,11.57939893,5.77236549,9.23902602,0.3634254534,0.04430449588,3.491514286,525
27.40251547,7.544625896,14.72010628,3.463369034,8.678409727,0.2243122033,0.4664108593,4.092001616,461
49.24038889,4.794517367,9.262359102,3.00615992,9.879168372,0.152957722,0.02995158074,2.53440585,547
30.87649085,7.425632777,13.15699661,4.636655612,8.489916828,0.1850043732,0.1341478131,3.221350531,659
54.15931179,8.714968254,22.17662807,7.620033843,8.046814218,0.392529997,0.6371109863,6.069007937,126
20.23404283,6.543331797,10.36139978,2.653340268,10.59578532,0.3580842953,0.5122306327,8.712603687,217
38.53953483,7.351989813,10.85983253,4.189996548,11.12891625,0.6553220798,0.03079256377,3.901901528,589
26.98219609,6.757184549,9.984252751,3.834175925,8.141477985,0.626390203,0.01168835981,3.370496781,932
34.43946955,7.056422145,14.66549468,3.503545571,8.86851681,0.384279939,0.5080936868,8.927273356,289
137.1158438,5.880794872,17.87237811,5.311517285,14.53579705,0.3371691585,0.4639837957,5.132512821,39
49.83986529,4.270517857,16.16724535,6.67901109,14.7980293,0.3887472157,0.6499568202,5.219321429,112
20.35849413,5.478830579,9.872690776,3.896576541,9.319100478,0.4159340137,0.5744238831,3.422161157,242
29.34483962,7.186801688,10.75981891,2.645736791,10.91260889,0.1601033831,0.4451443239,7.070037975,237
40.69284395,6.768443114,11.79886023,4.805845257,14.36598911,0.5112258925,0.6410947863,4.715946108,167
36.54284211,7.147956772,11.47107636,4.494183375,12.77567398,0.1966854055,0.6780785973,3.58554755,347
45.77331986,8.900349869,15.34444418,5.970778226,8.734949931,0.3321828511,0.6664624622,4.622644909,383
40.86124752,5.685531553,13.88084614,5.195705316,7.759259168,0.1318298501,0.4095860854,3.065669903,412
36.33080859,9.22690367,15.66235283,3.574216872,9.430572499,0.5326522852,0.623620187,8.910743119,218
26.9546182,7.572871568,9.94876953,3.298221786,8.705688056,0.3257118268,0.009154451969,3.269708592,1129
33.71396325,8.47378481,10.27546468,4.237535323,8.94848606,0.5711277212,0.006794216572,3.398964557,790
44.82005005,7.430917981,15.57930889,6.250331087,10.84969754,0.4815422461,0.7934070703,4.572652997,317
77.10460617,4.41982716,10.99445614,3.710613694,12.34549807,0.271842432,0.02346861824,3.177024691,162
32.68015439,6.442031315,14.78523184,3.481819902,8.976787468,0.1786320313,0.2078331232,6.652484342,479
